model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
A6,2014,12498.0,Manual,44219.0,Diesel,100.01760765008835,62.8,2.0
A5,2016,20498.0,Semi-Auto,46512.0,Petrol,181.10686659420105,35.8,3.0
A1,2015,11298.0,Manual,43512.0,Petrol,100.01760765008835,56.5,1.4
A5,2017,21898.0,Semi-Auto,23572.0,Diesel,145.0,70.6,2.0
Q3,2015,17998.0,Manual,25719.0,Diesel,160.00000000000003,49.6,2.0
A6,2016,19298.0,Semi-Auto,32951.0,Diesel,100.01760765008835,58.9,2.0
Q2,2019,19498.0,Manual,10556.0,Petrol,145.0,42.8,1.5
A6,2016,19998.0,Semi-Auto,29067.0,Diesel,100.01760765008835,61.4,2.0
A1,2015,10598.0,Manual,26300.0,Diesel,100.01760765008835,80.7,1.6
A1,2020,21888.0,Semi-Auto,3500.0,Petrol,145.0,44.8,1.5
A1,2020,22290.0,Semi-Auto,402.0,Petrol,145.0,44.8,1.5
A3,2013,8498.0,Manual,58867.0,Petrol,125.0,53.3,1.4
A4,2016,14998.0,Manual,33303.0,Diesel,100.01760765008835,72.4,2.0
A1,2016,11200.0,Manual,29819.0,Petrol,100.01760765008835,67.3,1.0
Q5,2015,23998.0,Semi-Auto,35520.0,Diesel,181.10686659420105,41.5,3.0
Q5,2014,12995.0,Manual,55292.0,Diesel,181.10686659420105,47.9,2.0
A4,2017,13888.0,Manual,30266.0,Petrol,125.0,53.3,1.4
Q3,2018,19990.0,Manual,22465.0,Diesel,150.0,56.5,2.0
A3,2017,18444.0,Manual,18541.0,Petrol,100.01760765008835,60.1,1.4
Q2,2017,19888.0,Semi-Auto,37125.0,Petrol,125.0,52.3,1.4
Q2,2018,22444.0,Semi-Auto,18258.0,Petrol,150.0,52.3,1.4
A1,2017,12444.0,Manual,16438.0,Petrol,150.0,57.6,1.4
Q5,2015,17498.0,Manual,51962.0,Diesel,181.10686659420105,47.9,2.0
A1,2015,12798.0,Manual,26811.0,Petrol,100.01760765008835,58.9,1.4
A5,2017,16498.0,Manual,68996.0,Diesel,100.01760765008835,64.2,2.0
Q5,2016,28498.0,Semi-Auto,46843.0,Diesel,181.10686659420105,42.2,3.0
A6,2016,16498.0,Manual,62668.0,Diesel,100.01760765008835,61.4,2.0
TT,2016,16650.0,Manual,33000.0,Petrol,160.00000000000003,46.3,2.0
TT,2016,16490.0,Manual,40601.0,Diesel,100.01760765008835,61.4,2.0
A6,2017,19190.0,Semi-Auto,43000.0,Diesel,100.01760765008835,61.4,2.0
A3,2017,17250.0,Manual,23694.0,Petrol,145.0,60.1,1.4
A3,2017,18990.0,Manual,21130.0,Diesel,145.0,65.7,2.0
Q5,2019,46036.869,Automatic,6000.0,Diesel,145.0,34.5,3.0
A1,2019,18888.0,Automatic,4000.0,Petrol,145.0,46.3,1.0
Q3,2019,26999.0,Semi-Auto,6500.0,Diesel,145.0,48.7,2.0
A1,2020,22888.0,Semi-Auto,4000.0,Petrol,145.0,44.8,1.5
Q5,2020,46036.869,Semi-Auto,3500.0,Hybrid,135.00000000000006,88.2063,2.0
Q2,2017,17490.0,Manual,7898.0,Petrol,125.0,52.3,1.4
A1,2020,19490.0,Manual,1500.0,Petrol,145.0,48.7,1.0
Q2,2017,20490.0,Manual,4653.0,Petrol,145.0,50.4,1.4
Q2,2017,17990.0,Manual,18365.0,Petrol,145.0,52.3,1.4
A3,2015,13995.0,Semi-Auto,45300.0,Diesel,125.0,58.9,2.0
Q3,2017,20495.0,Manual,20250.0,Diesel,145.0,54.3,2.0
A3,2017,17990.0,Semi-Auto,25335.0,Petrol,100.01760765008835,56.5,1.4
A6,2017,27990.0,Automatic,22631.0,Diesel,145.0,50.4,3.0
Q3,2014,12040.0,Semi-Auto,56601.0,Diesel,181.10686659420105,47.9,2.0
A5,2013,10440.0,Manual,50124.0,Diesel,100.01760765008835,61.4,2.0
Q3,2014,13798.0,Manual,26782.0,Petrol,181.10686659420105,38.7,2.0
Q3,2015,14298.0,Manual,38430.0,Diesel,145.0,56.5,2.0
Q2,2017,20698.0,Manual,8642.0,Petrol,145.0,50.4,1.4
A4,2019,24998.0,Semi-Auto,12482.0,Petrol,145.0,38.2,2.0
A4,2019,24998.0,Semi-Auto,9880.0,Petrol,145.0,38.2,2.0
A4,2017,16998.0,Manual,4734.0,Petrol,145.0,52.3,1.4
A4,2016,15998.0,Manual,34581.0,Diesel,100.01760765008835,67.3,2.0
A4,2018,19798.0,Manual,13798.0,Petrol,145.0,51.4,1.4
A6,2017,20998.0,Semi-Auto,31232.0,Diesel,150.0,58.9,2.0
Q3,2017,19498.0,Manual,20110.0,Petrol,145.0,51.4,1.4
Q5,2015,19698.0,Manual,39056.0,Diesel,181.10686659420105,47.9,2.0
Q3,2015,13998.0,Manual,36964.0,Diesel,100.01760765008835,61.4,2.0
A4,2013,9298.0,Manual,72011.0,Diesel,100.01760765008835,64.2,2.0
A6,2017,19798.0,Semi-Auto,12623.0,Diesel,150.0,64.2,2.0
A5,2017,23790.0,Semi-Auto,29668.0,Petrol,145.0,45.6,2.0
Q3,2015,19995.0,Semi-Auto,26540.0,Petrol,181.10686659420105,40.4,2.0
A4,2014,9995.0,Manual,67054.0,Diesel,100.01760765008835,61.4,2.0
A4,2013,12495.0,Semi-Auto,51000.0,Diesel,150.0,53.3,2.0
A1,2016,10495.0,Manual,43000.0,Petrol,100.01760765008835,67.3,1.0
A3,2015,12998.0,Manual,66088.0,Diesel,100.01760765008835,67.3,2.0
A1,2015,14180.0,Manual,58223.0,Petrol,181.10686659420105,39.8,2.0
A4,2016,16050.0,Manual,25276.0,Diesel,100.01760765008835,67.3,2.0
A4,2017,20690.0,Semi-Auto,13000.0,Diesel,145.0,62.8,2.0
A4,2017,18990.0,Automatic,22467.0,Petrol,145.0,50.4,2.0
A4,2019,26490.0,Semi-Auto,9461.0,Diesel,145.0,47.9,2.0
A3,2019,20890.0,Semi-Auto,12930.0,Petrol,145.0,42.2,1.5
A6,2019,34750.0,Semi-Auto,774.0,Diesel,145.0,39.8,3.0
A6,2016,24490.0,Semi-Auto,39507.0,Diesel,160.00000000000003,50.4,3.0
A1,2015,11250.0,Manual,52539.0,Petrol,100.01760765008835,55.4,1.4
A1,2013,8490.0,Manual,56884.0,Petrol,125.0,52.3,1.4
TT,2016,15763.0,Manual,22883.0,Petrol,160.00000000000003,46.3,1.8
A4,2017,18298.0,Manual,24523.0,Diesel,100.01760765008835,67.3,2.0
Q3,2017,18698.0,Manual,22195.0,Petrol,145.0,49.6,1.4
A4,2018,17298.0,Manual,13972.0,Petrol,145.0,52.3,1.4
Q3,2016,17498.0,Manual,29602.0,Diesel,145.0,52.3,2.0
Q5,2015,18498.0,Semi-Auto,48603.0,Diesel,181.10686659420105,47.1,2.0
A4,2017,16498.0,Manual,12882.0,Petrol,145.0,52.3,1.4
Q5,2017,27498.0,Semi-Auto,65145.0,Diesel,181.10686659420105,42.2,3.0
Q5,2019,34998.0,Semi-Auto,35.0,Petrol,145.0,32.1,2.0
A4,2018,16498.0,Manual,19934.0,Petrol,145.0,52.3,1.4
Q2,2019,23444.0,Manual,5624.0,Petrol,145.0,43.5,1.5
TT,2019,32888.0,Automatic,4550.0,Petrol,145.0,37.2,2.0
A6,2016,16450.0,Semi-Auto,44887.0,Diesel,100.01760765008835,64.2,2.0
Q3,2019,35888.0,Semi-Auto,1856.0,Diesel,145.0,45.6,2.0
Q3,2015,17998.0,Semi-Auto,30837.0,Diesel,160.00000000000003,50.4,2.0
A6,2018,21498.0,Semi-Auto,32383.0,Diesel,145.0,61.4,2.0
Q5,2015,19998.0,Semi-Auto,32424.0,Diesel,181.10686659420105,47.1,2.0
A4,2017,17998.0,Manual,21177.0,Petrol,145.0,51.4,1.4
A3,2017,13395.0,Manual,38000.0,Petrol,145.0,60.1,1.4
A3,2014,11995.0,Automatic,26600.0,Petrol,100.01760765008835,60.1,1.4
A3,2017,20995.0,Semi-Auto,9975.0,Petrol,145.0,47.9,2.0
A3,2016,10498.0,Manual,68294.0,Diesel,100.01760765008835,74.3,1.6
Q3,2016,14498.0,Manual,29744.0,Diesel,100.01760765008835,61.4,2.0
TT,2015,14998.0,Manual,41319.0,Diesel,100.01760765008835,67.3,2.0
A6,2016,19998.0,Semi-Auto,29738.0,Diesel,100.01760765008835,61.4,2.0
A3,2016,10298.0,Manual,67959.0,Diesel,100.01760765008835,74.3,1.6
Q3,2017,18498.0,Semi-Auto,17013.0,Petrol,145.0,47.9,1.4
A1,2013,9600.0,Semi-Auto,58573.0,Petrol,125.0,53.3,1.4
A6,2016,14998.0,Semi-Auto,54813.0,Diesel,100.01760765008835,64.2,2.0
A4,2017,19298.0,Manual,14290.0,Petrol,145.0,51.4,1.4
A4,2018,18998.0,Manual,20298.0,Petrol,145.0,51.4,1.4
A6,2015,18598.0,Semi-Auto,38967.0,Diesel,125.0,58.9,2.0
A1,2016,11298.0,Manual,39021.0,Petrol,100.01760765008835,55.4,1.4
A6,2014,14495.0,Semi-Auto,57842.0,Diesel,100.01760765008835,61.4,2.0
A4,2013,12495.0,Automatic,45582.0,Petrol,181.10686659420105,40.4,2.0
Q2,2019,17295.0,Manual,16047.0,Petrol,145.0,47.1,1.0
A5,2014,12495.0,Manual,44980.0,Diesel,145.0,55.4,2.0
A5,2015,12995.0,Manual,41667.0,Petrol,145.0,48.7,1.8
Q5,2018,27991.0,Semi-Auto,24441.0,Diesel,145.0,48.7,3.0
A6,2014,12498.0,Manual,68180.0,Diesel,100.01760765008835,62.8,2.0
A4,2016,13498.0,Manual,30090.0,Petrol,125.0,53.3,1.4
A5,2016,19298.0,Manual,17272.0,Diesel,125.0,57.6,2.0
A6,2016,18498.0,Semi-Auto,53832.0,Diesel,100.01760765008835,61.4,2.0
A4,2016,13998.0,Semi-Auto,47791.0,Diesel,100.01760765008835,72.4,2.0
A6,2016,20498.0,Semi-Auto,30451.0,Diesel,181.10686659420105,47.1,3.0
A5,2016,23998.0,Semi-Auto,14991.0,Diesel,160.00000000000003,50.4,2.0
A4,2017,17698.0,Manual,32512.0,Diesel,100.01760765008835,67.3,2.0
A4,2016,13498.0,Manual,47350.0,Diesel,100.01760765008835,70.6,2.0
A3,2014,10998.0,Manual,53664.0,Petrol,100.01760765008835,57.6,1.2
A3,2016,8698.0,Manual,37123.0,Diesel,100.01760765008835,72.4,1.6
A5,2015,15798.0,Semi-Auto,41781.0,Diesel,125.0,58.9,2.0
A4,2017,16998.0,Manual,34870.0,Petrol,145.0,51.4,1.4
A4,2018,21498.0,Semi-Auto,16473.0,Petrol,145.0,49.6,1.4
A3,2019,21450.0,Automatic,3690.0,Petrol,145.0,44.8,1.5
A3,2019,19888.0,Manual,6161.0,Diesel,145.0,56.5,2.0
Q7,2016,30998.0,Semi-Auto,52793.0,Diesel,181.10686659420105,47.9,3.0
Q5,2019,35698.0,Semi-Auto,15.0,Petrol,145.0,32.1,2.0
A3,2017,19998.0,Semi-Auto,20239.0,Diesel,145.0,56.5,2.0
Q5,2019,31698.0,Semi-Auto,74.0,Petrol,145.0,33.2,2.0
A3,2016,13998.0,Manual,56457.0,Diesel,100.01760765008835,67.3,2.0
A4,2016,16995.0,Manual,41443.0,Diesel,100.01760765008835,67.3,2.0
A4,2017,21998.0,Semi-Auto,10533.0,Petrol,145.0,49.6,1.4
A4,2017,20798.0,Semi-Auto,13611.0,Petrol,145.0,50.4,1.4
A6,2016,21880.0,Semi-Auto,15559.0,Diesel,150.0,56.5,2.0
Q2,2017,16440.0,Manual,18882.0,Petrol,150.0,55.4,1.0
Q3,2017,19000.0,Manual,18698.0,Petrol,145.0,49.6,1.4
A3,2016,16000.0,Manual,16837.0,Petrol,100.01760765008835,60.1,1.4
A1,2019,18990.0,Manual,2903.0,Petrol,150.0,51.4,1.0
Q2,2017,20650.0,Semi-Auto,18745.0,Petrol,150.0,52.3,1.4
A1,2019,21790.0,Semi-Auto,4454.0,Petrol,150.0,40.9,2.0
A1,2019,21444.0,Semi-Auto,6295.0,Petrol,145.0,40.9,2.0
A6,2017,21998.0,Semi-Auto,22456.0,Diesel,145.0,61.4,2.0
A4,2018,17998.0,Manual,25922.0,Petrol,145.0,50.4,1.4
Q3,2015,16998.0,Manual,23960.0,Diesel,145.0,52.3,2.0
A4,2018,21798.0,Semi-Auto,11040.0,Petrol,145.0,49.6,1.4
A4,2018,20498.0,Semi-Auto,15987.0,Petrol,150.0,50.4,1.4
A3,2017,13495.0,Manual,12396.0,Petrol,100.01760765008835,60.1,1.0
A3,2017,11495.0,Manual,51870.0,Petrol,100.01760765008835,62.8,1.4
A1,2016,9995.0,Manual,28790.0,Petrol,100.01760765008835,67.3,1.0
A6,2017,13995.0,Manual,47000.0,Diesel,100.01760765008835,65.7,2.0
A6,2015,11995.0,Manual,37300.0,Diesel,100.01760765008835,65.7,2.0
Q3,2017,19495.0,Manual,18972.0,Diesel,145.0,56.5,2.0
A4,2017,13995.0,Semi-Auto,70580.0,Diesel,145.0,70.6,2.0
A5,2018,22795.0,Semi-Auto,21993.0,Diesel,145.0,62.8,2.0
A3,2017,15495.0,Manual,49471.0,Diesel,145.0,65.7,2.0
A4,2016,14495.0,Manual,66000.0,Diesel,100.01760765008835,67.3,2.0
A4,2016,16750.0,Semi-Auto,50715.0,Diesel,100.01760765008835,65.7,2.0
A5,2017,20450.0,Manual,12978.0,Petrol,145.0,49.6,2.0
A6,2018,27500.0,Semi-Auto,7825.0,Diesel,145.0,50.4,2.0
A3,2019,23535.0,Semi-Auto,12863.0,Petrol,145.0,41.5,1.5
A3,2019,21374.0,Automatic,14520.0,Petrol,145.0,41.5,1.5
A3,2019,23413.0,Semi-Auto,12971.0,Petrol,145.0,41.5,1.5
A1,2019,21714.0,Semi-Auto,2942.0,Petrol,145.0,47.1,1.0
Q5,2018,42500.0,Semi-Auto,7566.0,Petrol,145.0,34.0,3.0
Q7,2019,43500.0,Semi-Auto,2977.0,Diesel,145.0,33.2,3.0
A3,2019,21450.0,Manual,7315.0,Diesel,145.0,55.4,2.0
A1,2019,25888.0,Semi-Auto,14.0,Petrol,145.0,40.4,2.0
A3,2017,16650.0,Semi-Auto,14712.0,Petrol,100.01760765008835,57.6,1.4
Q2,2017,15835.0,Manual,25483.0,Petrol,100.01760765008835,55.4,1.0
A4,2017,19750.0,Semi-Auto,9806.0,Petrol,100.01760765008835,53.3,2.0
A1,2020,19444.0,Manual,4000.0,Petrol,145.0,49.6,1.0
Q2,2020,25990.0,Manual,1500.0,Petrol,145.0,43.5,1.5
A4,2020,25990.0,Semi-Auto,1500.0,Petrol,145.0,42.8,2.0
A6,2019,30888.0,Automatic,9350.0,Diesel,145.0,47.9,2.0
TT,2019,26500.0,Manual,3890.0,Petrol,145.0,39.8,2.0
A6,2019,43888.0,Semi-Auto,8735.0,Diesel,145.0,37.7,3.0
Q3,2016,15995.0,Manual,22515.0,Petrol,125.0,50.4,1.4
A4,2016,15745.0,Semi-Auto,57828.0,Diesel,100.01760765008835,65.7,2.0
A4,2017,16995.0,Automatic,21641.0,Petrol,145.0,51.4,1.4
A3,2017,13795.0,Manual,18454.0,Diesel,145.0,70.6,1.6
A3,2017,12595.0,Semi-Auto,36633.0,Petrol,100.01760765008835,62.8,1.0
TT,2013,13455.0,Manual,39511.0,Diesel,145.0,53.3,2.0
A6,2016,14295.0,Manual,35047.0,Diesel,100.01760765008835,65.7,2.0
Q3,2016,13995.0,Semi-Auto,58406.0,Petrol,145.0,47.9,1.4
Q3,2016,17400.0,Manual,21331.0,Diesel,145.0,52.3,2.0
Q3,2017,17800.0,Manual,14707.0,Petrol,125.0,51.4,1.4
A1,2016,11990.0,Manual,27706.0,Petrol,100.01760765008835,55.4,1.4
A3,2016,13250.0,Manual,30928.0,Diesel,100.01760765008835,67.3,2.0
A6,2017,20250.0,Semi-Auto,41272.0,Diesel,145.0,61.4,2.0
Q7,2017,46036.869,Semi-Auto,30427.0,Diesel,145.0,39.2,4.0
A1,2019,19888.0,Manual,3334.0,Petrol,145.0,47.9,1.0
Q2,2019,24250.0,Semi-Auto,2091.0,Diesel,145.0,47.9,1.6
Q2,2019,25250.0,Manual,2683.0,Petrol,145.0,43.5,1.5
Q2,2019,28888.0,Semi-Auto,2311.0,Petrol,145.0,42.2,1.5
Q2,2019,28690.0,Semi-Auto,1910.0,Petrol,145.0,42.2,1.5
A3,2019,19490.0,Manual,2492.0,Petrol,145.0,49.6,1.0
A1,2016,9895.0,Manual,75189.0,Diesel,100.01760765008835,80.7,1.6
Q3,2016,15595.0,Manual,52804.0,Diesel,100.01760765008835,60.1,2.0
A3,2016,11495.0,Manual,55545.0,Diesel,100.01760765008835,70.6,1.6
A3,2017,11995.0,Manual,68643.0,Diesel,100.01760765008835,74.3,1.6
A6,2016,17995.0,Semi-Auto,58836.0,Diesel,100.01760765008835,61.4,2.0
A3,2015,9595.0,Manual,71335.0,Diesel,100.01760765008835,74.3,1.6
A6,2016,15495.0,Semi-Auto,57173.0,Diesel,100.01760765008835,64.2,2.0
Q3,2017,17695.0,Semi-Auto,46862.0,Diesel,145.0,55.4,2.0
A1,2016,10395.0,Manual,53440.0,Diesel,100.01760765008835,80.7,1.6
A1,2016,10495.0,Manual,45954.0,Diesel,100.01760765008835,80.7,1.6
Q3,2017,19445.0,Semi-Auto,25234.0,Diesel,145.0,55.4,2.0
Q3,2016,15845.0,Manual,22270.0,Petrol,125.0,50.4,1.4
Q5,2016,22995.0,Semi-Auto,19273.0,Diesel,181.10686659420105,47.1,2.0
A5,2018,24495.0,Automatic,40929.0,Diesel,145.0,58.9,3.0
Q2,2018,19895.0,Automatic,13144.0,Petrol,145.0,54.3,1.4
Q3,2017,17995.0,Manual,18998.0,Petrol,145.0,51.4,1.4
A3,2020,23995.0,Manual,1560.0,Diesel,145.0,55.4,2.0
A6,2016,16995.0,Semi-Auto,36273.0,Diesel,100.01760765008835,61.4,2.0
A6,2018,20995.0,Automatic,27304.0,Diesel,145.0,64.2,2.0
Q2,2019,19250.0,Manual,804.0,Petrol,145.0,47.1,1.0
Q5,2019,36444.0,Semi-Auto,5429.0,Diesel,145.0,38.2,2.0
A3,2018,18995.0,Manual,5864.0,Petrol,145.0,47.1,1.0
A3,2017,13695.0,Manual,26413.0,Petrol,100.01760765008835,60.1,1.0
A6,2020,37999.0,Automatic,2234.0,Petrol,145.0,34.0,2.0
A6,2019,29250.0,Automatic,10055.0,Diesel,145.0,47.9,2.0
Q2,2016,15990.0,Manual,35624.0,Diesel,100.01760765008835,64.2,1.6
A6,2015,22995.0,Semi-Auto,65866.0,Petrol,181.10686659420105,30.7,4.0
TT,2018,25495.0,Semi-Auto,10018.0,Petrol,145.0,42.8,2.0
TT,2015,16990.0,Semi-Auto,23026.0,Petrol,181.10686659420105,42.2,2.0
A5,2014,12995.0,Semi-Auto,81913.4209,Diesel,150.0,53.3,2.0
A1,2016,12995.0,Manual,30123.0,Petrol,100.01760765008835,56.5,1.4
A3,2016,12790.0,Manual,38341.0,Petrol,125.0,52.3,1.4
A4,2017,14995.0,Semi-Auto,41000.0,Diesel,100.01760765008835,72.4,2.0
Q2,2017,15250.0,Manual,42755.0,Diesel,100.01760765008835,64.2,1.6
A1,2020,22990.0,Semi-Auto,1192.0,Petrol,145.0,44.8,1.5
Q2,2019,24448.0,Manual,3371.0,Petrol,145.0,43.5,1.5
A1,2019,20344.0,Manual,2853.0,Petrol,145.0,47.9,1.0
Q5,2020,46036.869,Semi-Auto,5480.0,Diesel,145.0,34.5,3.0
A1,2019,19888.0,Manual,3927.0,Petrol,145.0,47.9,1.0
Q2,2019,22890.0,Manual,3479.0,Petrol,145.0,44.8,1.5
A1,2017,11795.0,Manual,27444.0,Diesel,100.01760765008835,76.3,1.6
A4,2018,22650.0,Semi-Auto,16249.0,Petrol,145.0,50.4,2.0
A1,2017,13250.0,Manual,10417.0,Petrol,100.01760765008835,67.3,1.0
Q2,2017,21250.0,Semi-Auto,14935.0,Petrol,145.0,52.3,1.4
A3,2019,22000.0,Automatic,9057.0,Diesel,145.0,53.3,1.6
A4,2019,30500.0,Automatic,4250.0,Diesel,145.0,44.8,2.0
Q3,2019,28888.0,Manual,2774.0,Petrol,145.0,41.5,1.5
A4,2019,32000.0,Semi-Auto,3076.0,Diesel,145.0,44.1,2.0
A3,2015,9695.0,Manual,59200.0,Diesel,100.01760765008835,74.3,1.6
Q5,2016,22495.0,Semi-Auto,25721.0,Diesel,181.10686659420105,47.1,2.0
A3,2018,28995.0,Semi-Auto,9087.0,Petrol,145.0,43.5,2.0
A6,2016,17495.0,Semi-Auto,31000.0,Diesel,100.01760765008835,64.2,2.0
Q5,2016,22495.0,Semi-Auto,25721.0,Diesel,181.10686659420105,47.1,2.0
A3,2018,28995.0,Semi-Auto,9087.0,Petrol,145.0,43.5,2.0
A6,2015,13495.0,Manual,35921.0,Diesel,100.01760765008835,65.7,2.0
A5,2015,15750.0,Automatic,59886.0,Petrol,160.00000000000003,44.1,1.8
A5,2017,22450.0,Semi-Auto,16471.0,Petrol,100.01760765008835,53.3,2.0
A5,2017,19750.0,Manual,20184.0,Diesel,100.01760765008835,64.2,2.0
Q5,2015,23450.0,Semi-Auto,53646.0,Diesel,181.10686659420105,42.8,3.0
A4,2017,15750.0,Manual,22077.0,Petrol,145.0,52.3,1.4
Q2,2017,19450.0,Manual,17000.0,Petrol,145.0,50.4,1.4
A5,2017,23490.0,Semi-Auto,20891.0,Diesel,125.0,60.1,3.0
TT,2015,16450.0,Semi-Auto,43000.0,Petrol,181.10686659420105,42.8,2.0
Q3,2014,11495.0,Manual,75848.0,Diesel,165.00000000000006,49.6,2.0
A6,2017,21995.0,Semi-Auto,21883.0,Diesel,145.0,61.4,2.0
Q3,2018,22495.0,Semi-Auto,25374.0,Petrol,145.0,48.7,1.4
A6,2015,14995.0,Semi-Auto,77352.0,Diesel,100.01760765008835,64.2,2.0
A3,2018,18995.0,Manual,12350.0,Petrol,145.0,54.3,1.5
A5,2016,22995.0,Automatic,14847.0,Petrol,181.10686659420105,35.8,3.0
A6,2015,16995.0,Semi-Auto,32235.0,Diesel,100.01760765008835,64.2,2.0
Q7,2013,17995.0,Semi-Auto,81913.4209,Diesel,181.10686659420105,38.2,3.0
A1,2013,9995.0,Manual,48000.0,Petrol,125.0,53.3,1.4
A1,2016,12995.0,Manual,21662.0,Petrol,100.01760765008835,56.5,1.4
A3,2016,11790.0,Manual,29813.0,Diesel,100.01760765008835,74.3,1.6
A4,2017,13490.0,Manual,81913.4209,Diesel,100.01760765008835,64.2,2.0
A3,2013,11450.0,Automatic,61400.0,Petrol,125.0,50.4,1.8
A4,2016,15990.0,Manual,30625.0,Diesel,100.01760765008835,67.3,2.0
A3,2015,11390.0,Semi-Auto,48194.0,Diesel,100.01760765008835,70.6,1.6
Q2,2017,19990.0,Semi-Auto,18887.0,Petrol,125.0,52.3,1.4
A3,2015,9990.0,Manual,61443.0,Diesel,100.01760765008835,70.6,1.6
A5,2017,19990.0,Semi-Auto,51243.0,Diesel,100.01760765008835,62.8,2.0
Q2,2019,18595.0,Manual,4686.0,Petrol,145.0,47.1,1.0
A1,2018,13495.0,Semi-Auto,1643.0,Petrol,145.0,64.2,1.0
A3,2017,11895.0,Manual,28334.0,Petrol,150.0,62.8,1.0
Q3,2017,17995.0,Semi-Auto,15916.0,Petrol,150.0,47.9,1.4
A4,2015,16350.0,Manual,65285.0,Diesel,100.01760765008835,67.3,2.0
A4,2017,15250.0,Manual,59000.0,Diesel,100.01760765008835,67.3,2.0
A4,2015,12690.0,Manual,57729.0,Diesel,100.01760765008835,61.4,2.0
A1,2014,8290.0,Manual,68037.0,Petrol,125.0,53.3,1.4
Q5,2014,22490.0,Semi-Auto,46186.0,Diesel,181.10686659420105,41.5,3.0
A3,2016,9995.0,Manual,49379.0,Diesel,100.01760765008835,70.6,1.6
A4,2015,13495.0,Manual,1800.0,Diesel,100.01760765008835,65.7,2.0
A5,2013,10750.0,Manual,39000.0,Petrol,150.0,49.6,1.8
Q5,2016,19750.0,Semi-Auto,48269.0,Diesel,181.10686659420105,47.1,2.0
A3,2014,8600.0,Manual,73722.0,Petrol,100.01760765008835,57.6,1.2
A4,2016,12000.0,Semi-Auto,81913.4209,Diesel,100.01760765008835,70.6,2.0
A1,2015,9500.0,Manual,74901.0,Petrol,100.01760765008835,55.4,1.4
A4,2016,14295.0,Semi-Auto,33319.0,Diesel,100.01760765008835,72.4,2.0
Q7,2019,45991.0,Semi-Auto,28.0,Diesel,145.0,33.2,3.0
A4,2019,26990.0,Semi-Auto,8900.0,Diesel,145.0,50.4,2.0
Q7,2019,46036.869,Semi-Auto,37.0,Diesel,145.0,33.2,3.0
A3,2016,11695.0,Semi-Auto,58398.0,Diesel,100.01760765008835,72.4,1.6
A3,2017,16498.0,Semi-Auto,2022.0,Petrol,145.0,60.1,1.0
Q2,2019,20998.0,Manual,1596.0,Diesel,145.0,49.6,1.6
Q3,2015,17698.0,Semi-Auto,37986.0,Diesel,160.00000000000003,50.4,2.0
A4,2020,31498.0,Manual,183.0,Petrol,145.0,39.2,2.0
A1,2017,13998.0,Semi-Auto,27496.0,Petrol,150.0,56.5,1.4
Q7,2019,46036.869,Semi-Auto,31.0,Diesel,145.0,33.2,3.0
Q3,2017,16990.0,Manual,21984.0,Petrol,145.0,51.4,1.4
Q5,2018,37990.0,Semi-Auto,16022.0,Petrol,145.0,34.0,3.0
Q3,2017,21583.0,Semi-Auto,46066.0,Petrol,145.0,40.4,2.0
A3,2019,21490.0,Semi-Auto,6874.0,Petrol,145.0,42.2,1.5
A3,2019,22997.0,Semi-Auto,5000.0,Diesel,145.0,52.3,1.6
A1,2015,10716.0,Manual,34616.0,Diesel,100.01760765008835,80.7,1.6
A3,2019,17691.0,Manual,12666.0,Diesel,145.0,51.4,1.6
A4,2019,20933.0,Semi-Auto,10809.0,Diesel,145.0,51.4,2.0
A5,2019,25990.0,Semi-Auto,2459.0,Petrol,145.0,39.8,2.0
A5,2019,29290.0,Semi-Auto,1822.0,Petrol,145.0,39.8,2.0
A5,2019,27491.0,Automatic,5000.0,Petrol,145.0,39.8,2.0
Q3,2019,26978.0,Semi-Auto,10778.0,Diesel,145.0,47.1,2.0
A5,2019,26990.0,Semi-Auto,11479.0,Petrol,145.0,39.8,2.0
Q5,2019,30490.0,Semi-Auto,6500.0,Diesel,145.0,38.2,2.0
Q7,2019,44636.0,Semi-Auto,38.0,Diesel,145.0,33.2,3.0
TT,2015,22950.0,Manual,35000.0,Diesel,100.01760765008835,67.3,2.0
A6,2020,46036.869,Semi-Auto,2000.0,Diesel,145.0,50.4,2.0
A3,2016,17950.0,Manual,58000.0,Diesel,100.01760765008835,70.6,1.6
A4,2019,34950.0,Manual,5800.0,Petrol,145.0,39.2,2.0
Q5,2015,19998.0,Semi-Auto,30649.0,Diesel,181.10686659420105,47.1,2.0
Q3,2017,17498.0,Manual,21225.0,Petrol,125.0,51.4,1.4
Q5,2015,24998.0,Semi-Auto,29820.0,Diesel,181.10686659420105,42.8,3.0
A3,2016,10998.0,Manual,41014.0,Petrol,125.0,53.3,1.4
A3,2016,16950.0,Manual,67000.0,Diesel,100.01760765008835,74.3,1.6
A6,2018,46036.869,Semi-Auto,19500.0,Diesel,145.0,39.8,3.0
Q5,2017,22440.0,Manual,31185.0,Diesel,181.10686659420105,47.9,2.0
A3,2017,15995.0,Manual,28987.0,Petrol,100.01760765008835,57.6,1.4
A3,2017,11895.0,Manual,30899.0,Petrol,145.0,62.8,1.0
Q5,2013,14750.0,Manual,63153.0,Diesel,181.10686659420105,47.9,2.0
Q3,2018,19000.0,Manual,11450.0,Petrol,145.0,51.4,1.4
Q2,2017,20495.0,Semi-Auto,24423.0,Petrol,150.0,52.3,1.4
